Provincias;País de residencia;Meses;Total
Almería;Extranjeros;Abril;31.383
Almería;Extranjeros;Mayo;21.473
Almería;Extranjeros;Junio;11.902
Almería;Extranjeros;Julio;13.471
Almería;Extranjeros;Agosto;17.855
Almería;Extranjeros;Septiembre;19.892
Almería;Extranjeros;Octubre;39.252
Almería;Extranjeros;Noviembre;50.028
Almería;Extranjeros;Diciembre;67.858
Almería;Unión Europea 27 (sin España);Total;364.954
Almería;Unión Europea 27 (sin España);Enero;66.583
Almería;Unión Europea 27 (sin España);Febrero;54.663
Almería;Unión Europea 27 (sin España);Marzo;43.968
Almería;Unión Europea 27 (sin España);Abril;23.055
Almería;Unión Europea 27 (sin España);Mayo;15.057
Almería;Unión Europea 27 (sin España);Junio;6.983
Almería;Unión Europea 27 (sin España);Julio;8.102
Almería;Unión Europea 27 (sin España);Agosto;11.354
Almería;Unión Europea 27 (sin España);Septiembre;12.182
Almería;Unión Europea 27 (sin España);Octubre;28.548
Almería;Unión Europea 27 (sin España);Noviembre;40.065
Almería;Unión Europea 27 (sin España);Diciembre;54.395
Almería;Alemania;Total;218.950
Almería;Alemania;Enero;44.370
Almería;Alemania;Febrero;34.763
Almería;Alemania;Marzo;27.291
Almería;Alemania;Abril;11.830
Almería;Alemania;Mayo;6.478
Almería;Alemania;Junio;2.245
Almería;Alemania;Julio;1.921
Almería;Alemania;Agosto;1.923
Almería;Alemania;Septiembre;5.163
Almería;Alemania;Octubre;17.511
Almería;Alemania;Noviembre;27.550
Almería;Alemania;Diciembre;37.904
Almería;Austria;Total;8.049
Almería;Austria;Enero;1.504
Almería;Austria;Febrero;1.063
Almería;Austria;Marzo;1.012
Almería;Austria;Abril;568
Almería;Austria;Mayo;225
Almería;Austria;Junio;101
Almería;Austria;Julio;193
Almería;Austria;Agosto;48
Almería;Austria;Septiembre;251
Almería;Austria;Octubre;607
Almería;Austria;Noviembre;1.085
Almería;Austria;Diciembre;1.391
Almería;Bélgica;Total;16.246
Almería;Bélgica;Enero;2.678
Almería;Bélgica;Febrero;2.459
Almería;Bélgica;Marzo;1.987
Almería;Bélgica;Abril;1.153
Almería;Bélgica;Mayo;956
Almería;Bélgica;Junio;590
Almería;Bélgica;Julio;643
Almería;Bélgica;Agosto;766
Almería;Bélgica;Septiembre;560
Almería;Bélgica;Octubre;1.040
Almería;Bélgica;Noviembre;1.393
Almería;Bélgica;Diciembre;2.022
Almería;Dinamarca;Total;1.794
Almería;Dinamarca;Enero;267
Almería;Dinamarca;Febrero;235
Almería;Dinamarca;Marzo;173
Almería;Dinamarca;Abril;259
Almería;Dinamarca;Mayo;94
Almería;Dinamarca;Junio;..
Almería;Dinamarca;Julio;..
Almería;Dinamarca;Agosto;109
Almería;Dinamarca;Septiembre;136
Almería;Dinamarca;Octubre;140
Almería;Dinamarca;Noviembre;124
Almería;Dinamarca;Diciembre;200
Almería;Finlandia;Total;1.292
Almería;Finlandia;Enero;141
Almería;Finlandia;Febrero;16
Almería;Finlandia;Marzo;83
Almería;Finlandia;Abril;..
Almería;Finlandia;Mayo;0
Almería;Finlandia;Junio;62
Almería;Finlandia;Julio;60
Almería;Finlandia;Agosto;249
Almería;Finlandia;Septiembre;59
Almería;Finlandia;Octubre;211
Almería;Finlandia;Noviembre;159
Almería;Finlandia;Diciembre;178
Almería;Francia;Total;46.980
Almería;Francia;Enero;6.373
Almería;Francia;Febrero;6.077
Almería;Francia;Marzo;4.491
Almería;Francia;Abril;4.080
Almería;Francia;Mayo;3.152
Almería;Francia;Junio;1.643
Almería;Francia;Julio;2.378
Almería;Francia;Agosto;4.076
Almería;Francia;Septiembre;2.968
Almería;Francia;Octubre;4.216
Almería;Francia;Noviembre;3.187
Almería;Francia;Diciembre;4.339
Almería;Grecia;Total;42
Almería;Grecia;Enero;0
Almería;Grecia;Febrero;0
Almería;Grecia;Marzo;0
Almería;Grecia;Abril;0
Almería;Grecia;Mayo;18
Almería;Grecia;Junio;0
Almería;Grecia;Julio;16
Almería;Grecia;Agosto;0
Almería;Grecia;Septiembre;0
Almería;Grecia;Octubre;..
Almería;Grecia;Noviembre;0
Almería;Grecia;Diciembre;0
Almería;Irlanda;Total;3.581
Almería;Irlanda;Enero;464
Almería;Irlanda;Febrero;428
Almería;Irlanda;Marzo;831
Almería;Irlanda;Abril;254
Almería;Irlanda;Mayo;220
Almería;Irlanda;Junio;167
Almería;Irlanda;Julio;102
Almería;Irlanda;Agosto;..
Almería;Irlanda;Septiembre;175
Almería;Irlanda;Octubre;415
Almería;Irlanda;Noviembre;220
Almería;Irlanda;Diciembre;259
Almería;Italia;Total;9.322
Almería;Italia;Enero;831
Almería;Italia;Febrero;474
Almería;Italia;Marzo;754
Almería;Italia;Abril;660
Almería;Italia;Mayo;379
Almería;Italia;Junio;519
Almería;Italia;Julio;1.038
Almería;Italia;Agosto;1.994
Almería;Italia;Septiembre;552
Almería;Italia;Octubre;681
Almería;Italia;Noviembre;495
Almería;Italia;Diciembre;946
Almería;Luxemburgo;Total;1.139
Almería;Luxemburgo;Enero;154
Almería;Luxemburgo;Febrero;167
Almería;Luxemburgo;Marzo;207
Almería;Luxemburgo;Abril;92
Almería;Luxemburgo;Mayo;49
Almería;Luxemburgo;Junio;29
Almería;Luxemburgo;Julio;0
Almería;Luxemburgo;Agosto;0
Almería;Luxemburgo;Septiembre;0
Almería;Luxemburgo;Octubre;52
Almería;Luxemburgo;Noviembre;172
Almería;Luxemburgo;Diciembre;218
Almería;Países Bajos;Total;44.762
Almería;Países Bajos;Enero;8.703
Almería;Países Bajos;Febrero;7.666
Almería;Países Bajos;Marzo;5.697
Almería;Países Bajos;Abril;3.308
Almería;Países Bajos;Mayo;3.044
Almería;Países Bajos;Junio;1.064
Almería;Países Bajos;Julio;425
Almería;Países Bajos;Agosto;350
Almería;Países Bajos;Septiembre;1.528
Almería;Países Bajos;Octubre;2.756
Almería;Países Bajos;Noviembre;4.387
Almería;Países Bajos;Diciembre;5.833
Almería;Portugal;Total;3.090
Almería;Portugal;Enero;34
Almería;Portugal;Febrero;32
Almería;Portugal;Marzo;..
Almería;Portugal;Abril;318
Almería;Portugal;Mayo;51
Almería;Portugal;Junio;140
Almería;Portugal;Julio;675
Almería;Portugal;Agosto;1.285
Almería;Portugal;Septiembre;221
Almería;Portugal;Octubre;119
Almería;Portugal;Noviembre;109
Almería;Portugal;Diciembre;61
Almería;Suecia;Total;6.341
Almería;Suecia;Enero;984
Almería;Suecia;Febrero;1.170
Almería;Suecia;Marzo;1.217
Almería;Suecia;Abril;167
Almería;Suecia;Mayo;114
Almería;Suecia;Junio;39
Almería;Suecia;Julio;185
Almería;Suecia;Agosto;56
Almería;Suecia;Septiembre;88
Almería;Suecia;Octubre;464
Almería;Suecia;Noviembre;905
Almería;Suecia;Diciembre;953
Almería;Resto de la UE;Total;3.366
Almería;Resto de la UE;Enero;80
Almería;Resto de la UE;Febrero;113
Almería;Resto de la UE;Marzo;182
Almería;Resto de la UE;Abril;291
Almería;Resto de la UE;Mayo;276
Almería;Resto de la UE;Junio;345
Almería;Resto de la UE;Julio;447
Almería;Resto de la UE;Agosto;453
Almería;Resto de la UE;Septiembre;481
Almería;Resto de la UE;Octubre;327
Almería;Resto de la UE;Noviembre;280
Almería;Resto de la UE;Diciembre;92
Almería;Reino Unido;Total;80.513
Almería;Reino Unido;Enero;9.106
Almería;Reino Unido;Febrero;9.135
Almería;Reino Unido;Marzo;7.251
Almería;Reino Unido;Abril;5.802
Almería;Reino Unido;Mayo;4.638
Almería;Reino Unido;Junio;3.981
Almería;Reino Unido;Julio;4.392
Almería;Reino Unido;Agosto;4.470
Almería;Reino Unido;Septiembre;5.281
Almería;Reino Unido;Octubre;8.365
Almería;Reino Unido;Noviembre;7.595
Almería;Reino Unido;Diciembre;10.496
Almería;Otros países europeos;Total;20.387
Almería;Otros países europeos;Enero;3.486
Almería;Otros países europeos;Febrero;2.807
Almería;Otros países europeos;Marzo;2.404
Almería;Otros países europeos;Abril;1.618
Almería;Otros países europeos;Mayo;1.029
Almería;Otros países europeos;Junio;524
Almería;Otros países europeos;Julio;307
Almería;Otros países europeos;Agosto;315
Almería;Otros países europeos;Septiembre;1.647
Almería;Otros países europeos;Octubre;1.719
Almería;Otros países europeos;Noviembre;1.968
Almería;Otros países europeos;Diciembre;2.562
Almería;Estados Unidos;Total;1.791
Almería;Estados Unidos;Enero;24
Almería;Estados Unidos;Febrero;1.224
Almería;Estados Unidos;Marzo;0
Almería;Estados Unidos;Abril;23
Almería;Estados Unidos;Mayo;299
Almería;Estados Unidos;Junio;..
Almería;Estados Unidos;Julio;77
Almería;Estados Unidos;Agosto;67
Almería;Estados Unidos;Septiembre;31
Almería;Estados Unidos;Octubre;17
Almería;Estados Unidos;Noviembre;..
Almería;Estados Unidos;Diciembre;0
Almería;Resto de América;Total;1.230
Almería;Resto de América;Enero;29
Almería;Resto de América;Febrero;..
Almería;Resto de América;Marzo;96
Almería;Resto de América;Abril;58
Almería;Resto de América;Mayo;60
Almería;Resto de América;Junio;113
Almería;Resto de América;Julio;242
Almería;Resto de América;Agosto;324
Almería;Resto de América;Septiembre;114
Almería;Resto de América;Octubre;61
Almería;Resto de América;Noviembre;28
Almería;Resto de América;Diciembre;..
Almería;Países africanos;Total;379
Almería;Países africanos;Enero;0
Almería;Países africanos;Febrero;0
Almería;Países africanos;Marzo;15
Almería;Países africanos;Abril;..
Almería;Países africanos;Mayo;..
Almería;Países africanos;Junio;..
Almería;Países africanos;Julio;168
Almería;Países africanos;Agosto;155
Almería;Países africanos;Septiembre;0
Almería;Países africanos;Octubre;15
Almería;Países africanos;Noviembre;0
Almería;Países africanos;Diciembre;0
Almería;Resto del mundo;Total;5.594
Almería;Resto del mundo;Enero;432
Almería;Resto del mundo;Febrero;167
Almería;Resto del mundo;Marzo;311
Almería;Resto del mundo;Abril;818
Almería;Resto del mundo;Mayo;380
Almería;Resto del mundo;Junio;275
Almería;Resto del mundo;Julio;182
Almería;Resto del mundo;Agosto;1.168
Almería;Resto del mundo;Septiembre;637
Almería;Resto del mundo;Octubre;527
Almería;Resto del mundo;Noviembre;363
Almería;Resto del mundo;Diciembre;332
Araba/Álava;Total;Total;195.925
Araba/Álava;Total;Enero;..
Araba/Álava;Total;Febrero;..
Araba/Álava;Total;Marzo;13.492
Araba/Álava;Total;Abril;19.606
Araba/Álava;Total;Mayo;16.529
Araba/Álava;Total;Junio;20.122
Araba/Álava;Total;Julio;28.432
Araba/Álava;Total;Agosto;29.894
Araba/Álava;Total;Septiembre;18.435
Araba/Álava;Total;Octubre;19.067
Araba/Álava;Total;Noviembre;13.850
Araba/Álava;Total;Diciembre;..
Araba/Álava;Españoles;Total;178.246
Araba/Álava;Españoles;Enero;..
Araba/Álava;Españoles;Febrero;..
Araba/Álava;Españoles;Marzo;13.175
Araba/Álava;Españoles;Abril;18.565
Araba/Álava;Españoles;Mayo;14.715
Araba/Álava;Españoles;Junio;18.921
Araba/Álava;Españoles;Julio;24.556
Araba/Álava;Españoles;Agosto;28.242
Araba/Álava;Españoles;Septiembre;15.811
Araba/Álava;Españoles;Octubre;17.180
Araba/Álava;Españoles;Noviembre;12.035
Araba/Álava;Españoles;Diciembre;..
Araba/Álava;Extranjeros;Total;17.679
Araba/Álava;Extranjeros;Enero;..
Araba/Álava;Extranjeros;Febrero;..
Araba/Álava;Extranjeros;Marzo;317
Araba/Álava;Extranjeros;Abril;1.041
Araba/Álava;Extranjeros;Mayo;1.814
Araba/Álava;Extranjeros;Junio;1.201
Araba/Álava;Extranjeros;Julio;3.876
Araba/Álava;Extranjeros;Agosto;1.652
Araba/Álava;Extranjeros;Septiembre;2.624
Araba/Álava;Extranjeros;Octubre;1.887
Araba/Álava;Extranjeros;Noviembre;1.815
Araba/Álava;Extranjeros;Diciembre;..
Araba/Álava;Unión Europea 27 (sin España);Total;12.616
Araba/Álava;Unión Europea 27 (sin España);Enero;..
Araba/Álava;Unión Europea 27 (sin España);Febrero;..
Araba/Álava;Unión Europea 27 (sin España);Marzo;204
Araba/Álava;Unión Europea 27 (sin España);Abril;757
Araba/Álava;Unión Europea 27 (sin España);Mayo;1.397
Araba/Álava;Unión Europea 27 (sin España);Junio;1.044
Araba/Álava;Unión Europea 27 (sin España);Julio;3.337
Araba/Álava;Unión Europea 27 (sin España);Agosto;1.510
Araba/Álava;Unión Europea 27 (sin España);Septiembre;1.728
Araba/Álava;Unión Europea 27 (sin España);Octubre;1.277
Araba/Álava;Unión Europea 27 (sin España);Noviembre;700
Araba/Álava;Unión Europea 27 (sin España);Diciembre;..
Araba/Álava;Alemania;Total;2.480
Araba/Álava;Alemania;Enero;..
Araba/Álava;Alemania;Febrero;..
Araba/Álava;Alemania;Marzo;..
Araba/Álava;Alemania;Abril;99
Araba/Álava;Alemania;Mayo;171
Araba/Álava;Alemania;Junio;..
Araba/Álava;Alemania;Julio;566
Araba/Álava;Alemania;Agosto;651
Araba/Álava;Alemania;Septiembre;394
Araba/Álava;Alemania;Octubre;215
Araba/Álava;Alemania;Noviembre;223
Araba/Álava;Alemania;Diciembre;..
Araba/Álava;Austria;Total;63
Araba/Álava;Austria;Enero;..
Araba/Álava;Austria;Febrero;..
Araba/Álava;Austria;Marzo;0
Araba/Álava;Austria;Abril;0
Araba/Álava;Austria;Mayo;30
Araba/Álava;Austria;Junio;0
Araba/Álava;Austria;Julio;..
Araba/Álava;Austria;Agosto;0
Araba/Álava;Austria;Septiembre;25
Araba/Álava;Austria;Octubre;0
Araba/Álava;Austria;Noviembre;0
Araba/Álava;Austria;Diciembre;..
Araba/Álava;Bélgica;Total;621
Araba/Álava;Bélgica;Enero;..
Araba/Álava;Bélgica;Febrero;..
Araba/Álava;Bélgica;Marzo;..
Araba/Álava;Bélgica;Abril;44
Araba/Álava;Bélgica;Mayo;50
Araba/Álava;Bélgica;Junio;74
Araba/Álava;Bélgica;Julio;249
Araba/Álava;Bélgica;Agosto;..
Araba/Álava;Bélgica;Septiembre;69
Araba/Álava;Bélgica;Octubre;112
Araba/Álava;Bélgica;Noviembre;0
Araba/Álava;Bélgica;Diciembre;..
Araba/Álava;Dinamarca;Total;52
Araba/Álava;Dinamarca;Enero;..
Araba/Álava;Dinamarca;Febrero;..
Araba/Álava;Dinamarca;Marzo;0
Araba/Álava;Dinamarca;Abril;0
Araba/Álava;Dinamarca;Mayo;0
Araba/Álava;Dinamarca;Junio;0
Araba/Álava;Dinamarca;Julio;20
Araba/Álava;Dinamarca;Agosto;0
Araba/Álava;Dinamarca;Septiembre;0
Araba/Álava;Dinamarca;Octubre;0
Araba/Álava;Dinamarca;Noviembre;32
Araba/Álava;Dinamarca;Diciembre;..
Araba/Álava;Finlandia;Total;69
Araba/Álava;Finlandia;Enero;..
Araba/Álava;Finlandia;Febrero;..
Araba/Álava;Finlandia;Marzo;0
Araba/Álava;Finlandia;Abril;..
Araba/Álava;Finlandia;Mayo;17
Araba/Álava;Finlandia;Junio;0
Araba/Álava;Finlandia;Julio;0
Araba/Álava;Finlandia;Agosto;0
Araba/Álava;Finlandia;Septiembre;..
Araba/Álava;Finlandia;Octubre;..
Araba/Álava;Finlandia;Noviembre;0
Araba/Álava;Finlandia;Diciembre;..
Araba/Álava;Francia;Total;2.224
Araba/Álava;Francia;Enero;..
Araba/Álava;Francia;Febrero;..
Araba/Álava;Francia;Marzo;0
Araba/Álava;Francia;Abril;106
Araba/Álava;Francia;Mayo;229
Araba/Álava;Francia;Junio;94
Araba/Álava;Francia;Julio;749
Araba/Álava;Francia;Agosto;371
Araba/Álava;Francia;Septiembre;388
Araba/Álava;Francia;Octubre;153
Araba/Álava;Francia;Noviembre;48
Araba/Álava;Francia;Diciembre;..
Araba/Álava;Grecia;Total;0
Araba/Álava;Grecia;Enero;..
Araba/Álava;Grecia;Febrero;..
Araba/Álava;Grecia;Marzo;0
Araba/Álava;Grecia;Abril;0
Araba/Álava;Grecia;Mayo;0
Araba/Álava;Grecia;Junio;0
Araba/Álava;Grecia;Julio;0
Araba/Álava;Grecia;Agosto;0
Araba/Álava;Grecia;Septiembre;0
Araba/Álava;Grecia;Octubre;0
Araba/Álava;Grecia;Noviembre;0
Araba/Álava;Grecia;Diciembre;..
Araba/Álava;Irlanda;Total;181
Araba/Álava;Irlanda;Enero;..
Araba/Álava;Irlanda;Febrero;..
Araba/Álava;Irlanda;Marzo;0
Araba/Álava;Irlanda;Abril;0
Araba/Álava;Irlanda;Mayo;..
Araba/Álava;Irlanda;Junio;40
Araba/Álava;Irlanda;Julio;..
Araba/Álava;Irlanda;Agosto;..
Araba/Álava;Irlanda;Septiembre;51
Araba/Álava;Irlanda;Octubre;24
Araba/Álava;Irlanda;Noviembre;0
Araba/Álava;Irlanda;Diciembre;..
Araba/Álava;Italia;Total;612
Araba/Álava;Italia;Enero;..
Araba/Álava;Italia;Febrero;..
Araba/Álava;Italia;Marzo;0
Araba/Álava;Italia;Abril;0
Araba/Álava;Italia;Mayo;28
Araba/Álava;Italia;Junio;35
Araba/Álava;Italia;Julio;148
Araba/Álava;Italia;Agosto;77
Araba/Álava;Italia;Septiembre;..
Araba/Álava;Italia;Octubre;36
Araba/Álava;Italia;Noviembre;143
Araba/Álava;Italia;Diciembre;..
Araba/Álava;Luxemburgo;Total;19
Araba/Álava;Luxemburgo;Enero;..
Araba/Álava;Luxemburgo;Febrero;..
Araba/Álava;Luxemburgo;Marzo;0
Araba/Álava;Luxemburgo;Abril;0
Araba/Álava;Luxemburgo;Mayo;0
Araba/Álava;Luxemburgo;Junio;0
Araba/Álava;Luxemburgo;Julio;0
Araba/Álava;Luxemburgo;Agosto;0
Araba/Álava;Luxemburgo;Septiembre;19
Araba/Álava;Luxemburgo;Octubre;0
Araba/Álava;Luxemburgo;Noviembre;0
Araba/Álava;Luxemburgo;Diciembre;..
Araba/Álava;Países Bajos;Total;4.038
Araba/Álava;Países Bajos;Enero;..
Araba/Álava;Países Bajos;Febrero;..
Araba/Álava;Países Bajos;Marzo;..
Araba/Álava;Países Bajos;Abril;475
Araba/Álava;Países Bajos;Mayo;853
Araba/Álava;Países Bajos;Junio;466
Araba/Álava;Países Bajos;Julio;1.222
Araba/Álava;Países Bajos;Agosto;232
Araba/Álava;Países Bajos;Septiembre;395
Araba/Álava;Países Bajos;Octubre;281
Araba/Álava;Países Bajos;Noviembre;32
Araba/Álava;Países Bajos;Diciembre;..
Araba/Álava;Portugal;Total;959
Araba/Álava;Portugal;Enero;..
Araba/Álava;Portugal;Febrero;..
Araba/Álava;Portugal;Marzo;119
Araba/Álava;Portugal;Abril;..
Araba/Álava;Portugal;Mayo;0
Araba/Álava;Portugal;Junio;40
Araba/Álava;Portugal;Julio;71
Araba/Álava;Portugal;Agosto;..
Araba/Álava;Portugal;Septiembre;33
Araba/Álava;Portugal;Octubre;72
Araba/Álava;Portugal;Noviembre;223
Araba/Álava;Portugal;Diciembre;..
Araba/Álava;Suecia;Total;186
Araba/Álava;Suecia;Enero;..
Araba/Álava;Suecia;Febrero;..
Araba/Álava;Suecia;Marzo;0
Araba/Álava;Suecia;Abril;0
Araba/Álava;Suecia;Mayo;0
Araba/Álava;Suecia;Junio;0
Araba/Álava;Suecia;Julio;81
Araba/Álava;Suecia;Agosto;..
Araba/Álava;Suecia;Septiembre;..
Araba/Álava;Suecia;Octubre;49
Araba/Álava;Suecia;Noviembre;0
Araba/Álava;Suecia;Diciembre;..
Araba/Álava;Resto de la UE;Total;1.113
Araba/Álava;Resto de la UE;Enero;..
Araba/Álava;Resto de la UE;Febrero;..
Araba/Álava;Resto de la UE;Marzo;0
Araba/Álava;Resto de la UE;Abril;0
Araba/Álava;Resto de la UE;Mayo;0
Araba/Álava;Resto de la UE;Junio;158
Araba/Álava;Resto de la UE;Julio;215
Araba/Álava;Resto de la UE;Agosto;63
Araba/Álava;Resto de la UE;Septiembre;293
Araba/Álava;Resto de la UE;Octubre;324
Araba/Álava;Resto de la UE;Noviembre;0
Araba/Álava;Resto de la UE;Diciembre;..
Araba/Álava;Reino Unido;Total;1.667
Araba/Álava;Reino Unido;Enero;..
Araba/Álava;Reino Unido;Febrero;..
Araba/Álava;Reino Unido;Marzo;113
Araba/Álava;Reino Unido;Abril;157
Araba/Álava;Reino Unido;Mayo;199
Araba/Álava;Reino Unido;Junio;..
Araba/Álava;Reino Unido;Julio;180
Araba/Álava;Reino Unido;Agosto;..
Araba/Álava;Reino Unido;Septiembre;601
Araba/Álava;Reino Unido;Octubre;367
Araba/Álava;Reino Unido;Noviembre;0
Araba/Álava;Reino Unido;Diciembre;..
Araba/Álava;Otros países europeos;Total;1.328
Araba/Álava;Otros países europeos;Enero;..
Araba/Álava;Otros países europeos;Febrero;..
Araba/Álava;Otros países europeos;Marzo;0
Araba/Álava;Otros países europeos;Abril;31
Araba/Álava;Otros países europeos;Mayo;133
Araba/Álava;Otros países europeos;Junio;0
Araba/Álava;Otros países europeos;Julio;305
Araba/Álava;Otros países europeos;Agosto;71
Araba/Álava;Otros países europeos;Septiembre;165
Araba/Álava;Otros países europeos;Octubre;98
Araba/Álava;Otros países europeos;Noviembre;0
Araba/Álava;Otros países europeos;Diciembre;..
Araba/Álava;Estados Unidos;Total;79
Araba/Álava;Estados Unidos;Enero;..
Araba/Álava;Estados Unidos;Febrero;..
Araba/Álava;Estados Unidos;Marzo;0
Araba/Álava;Estados Unidos;Abril;0
Araba/Álava;Estados Unidos;Mayo;0
Araba/Álava;Estados Unidos;Junio;43
Araba/Álava;Estados Unidos;Julio;0
Araba/Álava;Estados Unidos;Agosto;0
Araba/Álava;Estados Unidos;Septiembre;0
Araba/Álava;Estados Unidos;Octubre;36
Araba/Álava;Estados Unidos;Noviembre;0
Araba/Álava;Estados Unidos;Diciembre;..
Araba/Álava;Resto de América;Total;900
Araba/Álava;Resto de América;Enero;..
Araba/Álava;Resto de América;Febrero;..
Araba/Álava;Resto de América;Marzo;0
Araba/Álava;Resto de América;Abril;60
Araba/Álava;Resto de América;Mayo;0
Araba/Álava;Resto de América;Junio;0
Araba/Álava;Resto de América;Julio;0
Araba/Álava;Resto de América;Agosto;60
Araba/Álava;Resto de América;Septiembre;0
Araba/Álava;Resto de América;Octubre;0
Araba/Álava;Resto de América;Noviembre;780
